Genome Name,,Amikacin,Tobramycin,Gentamycin,Imipenem,Meropenam,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/sulfamethoxazole,Ampicillin/sulbactam,Colistin,polymyxin B,Tetracycline,Doxicycline ,Minocycline
Acinetobacter baumannii strain MRSN7814,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7815,,NA,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7816,,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7817,,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7818,,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7819,,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7821,,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7822,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7824,,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7828,,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7829,,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7831,,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7832,,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7834,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN83,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN85,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN867,,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN870,,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN885,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN886,,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN888,,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN889,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN8899,,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN89,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN890,,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN8900,,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN8901,,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN8902,,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,NA,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN8903,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN891,,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN896,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN899,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN902,,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN908,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN909,,NA,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN910,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN915,,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN916,,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN917,,Susceptible,Resistant,Resistant,Susceptible,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN919,,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN920,,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN921,,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN922,,Susceptible,Resistant,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,Susceptible,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN926,,NA,Resistant,Resistant,Susceptible,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN927,,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN929,,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN939,,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN946,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN953,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN966,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN16897,,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN17592,,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Susceptible,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN17593,,NA,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN16901,,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Susceptible,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN16896,,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN16898,,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Susceptible,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN16881,,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN16882,,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN20315,,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN20755,,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7081,,Susceptible,Resistant,Resistant,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN16874,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN5540,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Susceptible,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN6269,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Resistant,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN6273,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA
Acinetobacter baumannii strain AR_0036,,NA,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain AR_0037,,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,NA,NA
Acinetobacter baumannii strain AR_0033,,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,NA,NA
Acinetobacter baumannii BJAB07104,,Resistant,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Susceptible,NA,NA,Resistant
Acinetobacter baumannii BJAB0715,,Resistant,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Susceptible,NA,NA,Resistant
Acinetobacter baumannii BJAB0868,,Resistant,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Susceptible,NA,NA,Resistant
Acinetobacter baumannii NCGM 237,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter baumannii YU-R612,,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,Susceptible
Acinetobacter baumannii BAL062,,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,NA,Susceptible,NA,NA,NA,NA
Acinetobacter baumannii TCDC-AB0715,,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,NA,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0273,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0274,,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0275,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0277,,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0278,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0279,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0280,,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0281,,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0282,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0283,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0284,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0286,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0287,,NA,Resistant,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0289,,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0290,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0291,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0294,,Resistant,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0295,,Susceptible,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0296,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0297,,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0298,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0299,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0301,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0302,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0306,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0311,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0313,,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,Susceptible
Acinetobacter baumannii strain MRSN4119,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Resistant,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN3941,,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Resistant,NA,Resistant,NA,NA
Acinetobacter baumannii strain AR_0035,,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain AR_0045,,Susceptible,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii AB307-0294,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,NA,Susceptible
Acinetobacter baumannii ATCC 17978,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible
Acinetobacter baumannii strain AB030,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,Resistant,Susceptible,NA,NA,NA,NA
Acinetobacter baumannii HRAB-85,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,NA,NA,NA
Acinetobacter baumannii A85,,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,NA,Resistant,NA,NA
Acinetobacter baumannii AC30,,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA,Resistant,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA
Acinetobacter baumannii AB5075-UW,,Resistant,Resistant,Resistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resistant,Resistant,NA,NA,NA,NA,NA
Acinetobacter baumannii R2090,,NA,NA,NA,Resistant,Resistant,NA,NA,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,NA
Acinetobacter baumannii DU202,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Susceptible,NA,Resistant,NA,NA
Acinetobacter baumannii ORAB01,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,NA,NA,NA,NA
